age,monthly_income,assets,deposit,monthly_rent,management_fee,monthly_debt_payment,household_size,region,region_cost_index,is_unemployed,car_value,burden_class
29,3409833,48953530,29284720,351566,92635,0,1,강원,0.84,0,0,0
36,2835048,51687833,13192635,572568,122565,1262399,1,경남,0.86,0,17363750,1
37,1660500,14688041,4211195,464928,134221,7229,3,강원,0.84,0,0,2
24,2593946,28710320,18800039,525660,153047,0,1,충남,0.87,1,5510363,1
21,3685304,13065410,3042337,347176,121373,161235,1,경남,0.86,0,10763073,0
35,2350079,61813220,15457988,403562,121884,156232,1,제주,1.04,0,0,0
33,5064322,93791360,44206011,206683,102524,168598,1,세종,1.0,0,0,0
25,3387123,61498434,35817474,227339,149928,0,1,울산,0.94,0,0,0
31,3415771,50480937,15341630,466406,155967,900318,1,부산,1.02,0,12091457,0
22,4460303,24039907,49134280,320117,145005,0,1,강원,0.84,0,0,0
33,4066105,57731966,22606092,420045,134886,0,1,경남,0.86,0,0,0
34,3460530,11396332,30488153,325150,120577,145038,1,세종,1.0,0,4140688,0
25,2812433,15599307,12106296,462997,91000,0,2,대전,0.98,0,0,0
28,7157188,39983863,39230595,655598,89388,0,1,경기,1.15,0,0,0
26,2224667,23148447,14508158,461601,146064,0,1,광주,0.91,0,0,0
19,4203466,8980161,6636835,431229,150101,0,1,대구,0.93,0,3222598,0
21,2941978,36945644,27525080,480631,121473,0,1,제주,1.04,0,9008046,0
39,3708652,76610302,18165124,607057,120563,158933,1,세종,1.0,0,0,0
28,5183672,67866801,18492772,499663,121225,0,1,인천,1.08,0,24932904,0
22,2667556,14730735,32559130,415041,157249,0,1,경기,1.15,0,0,0
19,3950852,78232764,3002245,311531,134518,428711,1,경북,0.82,0,0,0
26,3418942,19165218,8933602,315556,93848,0,2,경남,0.86,0,6796845,0
39,2314936,43572235,19145428,266612,125415,0,2,전북,0.8,0,0,0
27,5238966,55755118,6973503,602354,58355,0,1,인천,1.08,0,0,0
39,4141062,39938164,10159237,752807,93688,184479,1,경기,1.15,0,0,0
29,2530167,13436600,34714698,365226,51222,0,2,부산,1.02,0,1573044,0
35,4902214,26808830,4073535,247282,77614,0,1,전북,0.8,0,2823560,0
35,2133217,64286503,31008237,180000,80424,0,2,전남,0.78,0,0,0
19,3012288,17183624,23612019,578328,35134,0,1,경북,0.82,0,0,0
19,2535968,24125771,35695873,610290,156334,0,1,경기,1.15,0,11546111,1
38,4213130,35225262,6289640,404971,95954,0,2,인천,1.08,0,0,0
38,2481536,48108933,35186695,363322,97615,0,1,경남,0.86,0,924573,0
21,4226141,51072486,18095372,562840,78785,29132,1,경남,0.86,0,0,0
32,3938341,38279649,47455735,286727,127394,0,1,전북,0.8,0,0,0
38,2595514,33667721,33718364,599635,163627,649987,1,경기,1.15,0,0,1
38,6698745,42838207,19467777,486329,133594,514169,2,경기,1.15,0,0,0
25,2213756,18764190,5431448,585381,131880,2717,2,서울,1.35,0,4302978,1
36,1664069,95800991,21518754,180000,40034,297168,1,충남,0.87,0,0,0
32,4407309,28743461,30430610,279050,104492,323235,1,경북,0.82,0,3084110,0
38,1210334,68674447,28933733,282636,131573,0,1,충북,0.86,0,5153153,1
22,5792841,60058049,6364629,496536,152431,0,1,대구,0.93,0,0,0
31,3186413,38168610,46001792,331512,128829,0,1,전북,0.8,0,5183228,0
19,1651259,35859632,12349448,546205,188375,0,1,경기,1.15,0,0,2
26,2028511,37791703,32178032,459287,82546,0,2,경북,0.82,0,0,1
19,1510565,41497574,6870274,180000,83427,0,1,경남,0.86,0,0,0
28,3595853,11552804,6327294,358561,121017,615618,1,전북,0.8,0,5767210,0
36,1723864,121496884,6881214,215781,152760,0,1,경북,0.82,0,21887102,0
32,3784977,34645272,7181245,213631,158840,138101,1,강원,0.84,0,4313530,0
25,2675315,70147155,4565466,394811,39442,0,1,울산,0.94,0,29099819,0
27,2486149,33651582,6595463,452310,115425,0,1,대전,0.98,0,0,0
26,3796807,33274105,1063579,470209,142257,0,1,경남,0.86,0,0,0
34,3987847,20353556,1997325,464364,141502,0,3,충남,0.87,0,0,0
24,2777941,17520996,69008984,250508,132210,0,1,부산,1.02,1,7273727,0
20,2322437,2905351,24087625,421253,109897,558768,1,제주,1.04,0,0,0
29,3011154,98561595,20198607,700166,25000,496176,2,경기,1.15,0,2906995,0
36,1387978,65482282,19222234,580000,180449,434588,1,강원,0.84,1,7392603,2
29,3271427,17804208,12275575,417100,133863,0,4,부산,1.02,0,8103914,0
23,2182513,28312423,14479678,396819,78278,0,1,충남,0.87,0,0,0
19,2541565,41941578,12317668,299862,99345,0,1,울산,0.94,0,16057605,0
38,2547141,19409206,25122654,537775,119802,0,1,울산,0.94,0,0,0
34,3460063,19551667,31144247,668617,125772,0,1,충남,0.87,0,0,0
22,3053878,25233717,7248318,291431,58958,0,2,전북,0.8,0,0,0
20,3791840,72680836,5934769,576401,75337,0,1,광주,0.91,0,2481868,0
21,2912853,14909519,11357049,568936,130389,235544,2,제주,1.04,0,0,0
26,2377021,44944475,9378213,431404,91803,19163,2,세종,1.0,0,0,0
36,3311473,100006887,29268321,363873,51509,0,2,인천,1.08,0,2225126,0
22,2055980,61725957,24076864,928152,92000,0,2,서울,1.35,0,0,2
36,3895724,19787488,7487094,570102,112009,550209,1,부산,1.02,0,0,0
19,2697678,18058904,1897131,535087,51775,0,1,충남,0.87,0,0,0
34,3330375,32838659,25909626,322192,165703,0,2,강원,0.84,0,7480681,0
24,3352653,13008656,8918108,453674,153145,0,1,대전,0.98,0,0,0
39,6072717,62781601,12809636,283957,144076,29644,1,세종,1.0,0,22723245,0
28,3593845,11330284,20051777,454031,111220,142461,1,경북,0.82,0,0,0
24,3147554,15215024,20900557,308707,65229,239496,1,강원,0.84,0,0,0
24,2264654,35574337,46562353,416764,90327,0,2,서울,1.35,0,0,0
36,4306680,34765886,56496826,423040,166009,0,1,서울,1.35,0,0,0
27,2715438,15118153,8396559,781158,84223,0,1,세종,1.0,0,0,1
26,1582784,79924091,28133233,339714,108879,483047,3,광주,0.91,0,13431913,2
34,2804580,14882752,30868993,382630,97905,0,1,경북,0.82,0,0,0
30,1966090,51870156,30687032,181311,102998,385819,2,강원,0.84,1,0,1
32,1122223,47520751,16479771,322458,103195,0,1,전북,0.8,1,0,2
28,2898879,46176601,36298944,180000,100126,1170436,1,강원,0.84,0,0,0
20,2957676,5012952,76264201,381149,95758,307068,1,대전,0.98,0,0,0
19,2977551,25618170,14883390,260678,97966,494540,1,충남,0.87,0,0,0
19,5186388,33018880,7694197,498869,101615,0,1,충북,0.86,0,2519035,0
31,1735285,42517244,17220212,180000,74546,96707,1,전북,0.8,0,0,0
29,7313169,26896046,12276232,373200,63413,0,1,부산,1.02,0,3580391,0
34,3007239,52094890,9225990,547375,95959,0,1,충북,0.86,0,5939259,0
37,3914284,34090976,56155420,548602,79824,0,1,대구,0.93,0,0,0
22,3222351,12230925,10563800,349449,104850,139755,1,전남,0.78,0,0,0
39,1452014,21390963,10221734,296798,69818,0,2,전남,0.78,0,0,1
38,1936366,47389210,9359517,404015,42685,0,3,충북,0.86,0,0,1
31,2434406,19043132,24800036,723659,163791,0,1,제주,1.04,0,0,1
30,4675991,48424520,24214327,317396,86340,168513,1,강원,0.84,0,0,0
22,1681832,13502140,64523899,525276,41868,0,1,서울,1.35,0,0,2
22,2111027,8769132,5530606,252657,134935,0,1,충북,0.86,0,24046451,0
19,3274049,96617988,36477698,213101,89939,0,3,전남,0.78,0,0,0
32,3737698,74114080,9060095,584580,112918,383808,3,경기,1.15,0,19220815,0
28,3689576,33739620,7180878,648863,119402,0,1,경기,1.15,0,0,0
23,1997746,17464586,14353687,453522,142666,0,1,대구,0.93,0,13183757,1
21,1534194,46180245,5741700,487781,115537,0,2,경북,0.82,0,0,2
20,3845629,111542868,23952988,294211,59782,0,1,세종,1.0,0,0,0
32,5648471,25797904,10965109,321711,67815,0,1,제주,1.04,0,5821334,0
33,2629153,101099393,28537381,444132,54563,0,1,경북,0.82,0,2012751,0
32,1864376,22260362,22718996,291896,87876,0,1,강원,0.84,0,5301757,0
21,2535252,6126170,25310921,207311,119578,195369,1,충남,0.87,0,3848778,0
19,3613181,28277419,21839191,450856,79938,0,1,대전,0.98,0,0,0
21,1544905,4865538,24740541,510031,88376,0,1,경기,1.15,1,0,1
34,2987760,53746628,8870598,386990,81643,106458,1,광주,0.91,1,5279853,0
34,4539782,14605705,9409683,602450,85292,0,2,충북,0.86,0,3158690,0
25,3301599,40640879,11594528,712768,133098,0,2,부산,1.02,0,0,0
20,1316245,51991473,33514396,551996,99324,0,1,부산,1.02,0,0,2
25,2264759,88185502,32037157,638019,155533,0,1,서울,1.35,0,0,1
36,2409675,10876002,9029055,546964,86133,84968,2,전북,0.8,0,45289537,0
22,2212442,15196551,15627427,398934,107175,51565,2,경남,0.86,0,23820191,0
35,3310816,30959901,37507986,295479,98538,0,1,경북,0.82,0,0,0
28,3340304,43646353,53335,348821,117435,0,1,광주,0.91,0,0,0
21,1484814,24223213,14042938,274725,125033,0,1,충북,0.86,0,0,1
38,4310780,21399524,19408889,581088,111305,0,2,제주,1.04,0,13398703,0
29,3071220,21425708,9094551,185988,200782,0,1,충북,0.86,0,3375705,0
33,3557035,38411593,3960934,373637,162650,0,1,대전,0.98,0,0,0
21,4201396,19138720,9655034,396436,90405,0,2,대전,0.98,0,0,0
26,2193163,80351480,6576735,180000,152683,0,1,전북,0.8,0,0,0
32,5240784,40070030,17946663,358451,151970,476958,3,울산,0.94,0,0,0
32,2869593,14126996,7234429,385757,60979,161284,1,경북,0.82,0,0,0
20,2282873,26221810,14928142,498703,32985,107808,1,경북,0.82,1,0,0
31,1277186,50908899,72957548,442159,126248,0,3,서울,1.35,1,2603702,2
38,5660927,47777494,5223083,380714,101985,0,3,전북,0.8,0,505339,0
35,800000,24516963,33840479,180000,25000,39238,3,광주,0.91,1,0,2
23,9000000,22956966,15132926,280048,115547,111642,2,세종,1.0,0,0,0
38,2025574,35873860,1167108,180000,111175,482413,1,대구,0.93,0,0,0
33,4804120,60145268,32001693,505446,87799,0,1,광주,0.91,0,0,0
20,2609900,44250492,33870634,358759,165882,0,1,대전,0.98,0,0,0
21,4147896,6021640,8664346,649600,110960,0,3,서울,1.35,0,819415,0
38,1912145,91548025,18795887,405319,92438,0,1,전남,0.78,1,0,0
23,1907727,93458721,15809807,589867,112865,0,2,인천,1.08,0,17438019,1
21,916223,19713443,18725836,666589,61415,0,3,광주,0.91,0,2204821,2
28,8965666,42080899,9765182,457220,79474,82499,3,부산,1.02,0,0,0
30,3147291,146431182,7698339,398455,25000,0,3,인천,1.08,0,3975896,0
31,860212,32964005,5134480,513248,122632,650037,1,광주,0.91,0,9439208,2
32,3473849,40353323,36487440,661162,140077,336112,1,경남,0.86,0,0,0
39,4102776,55580400,6825861,404407,121847,0,4,제주,1.04,0,0,0
34,810667,77109042,21678293,283525,116265,145268,1,광주,0.91,1,4620848,2
19,2249143,4028358,6744114,180000,107908,0,1,세종,1.0,0,0,0
20,3024088,26768426,81801757,180000,164452,0,3,제주,1.04,0,22967892,0
19,5115408,69344501,6676426,659666,105965,0,1,부산,1.02,0,0,0
27,3183956,49071930,6605049,454146,142859,359063,1,제주,1.04,0,0,0
26,5722058,38107508,54308959,294576,141707,0,1,경기,1.15,0,0,0
38,4960794,42936578,13874225,456224,62804,0,1,부산,1.02,0,0,0
26,2764236,67798417,4840790,803546,133034,264521,3,대전,0.98,0,0,1
19,1552422,43646623,21668419,598229,79173,365424,1,서울,1.35,0,2632438,2
37,2766749,95006727,6007763,614871,86000,501326,1,전남,0.78,0,0,0
24,3824887,23996220,72464827,180000,100214,0,1,경북,0.82,0,4734734,0
38,1160670,7337463,2233027,621044,152356,286111,2,광주,0.91,1,20123217,2
35,4006605,70610845,23142012,270314,81484,0,2,경북,0.82,0,0,0
37,4421205,30347200,37794743,198449,117262,0,1,전남,0.78,0,0,0
36,2402118,40308110,24212102,198598,51054,0,1,전남,0.78,1,19431105,0
22,2709463,34081599,7162781,310691,99132,0,1,전남,0.78,0,923176,0
32,3814049,22840739,32323394,471597,90270,0,1,강원,0.84,0,3939555,0
27,7975703,10355395,22346566,437481,157981,63680,1,경기,1.15,0,0,0
32,1607200,63385299,23447746,508742,81220,374962,1,경남,0.86,0,0,2
34,1497714,6613604,27449729,260692,52750,0,1,충북,0.86,1,0,0
29,6705332,117651019,5301816,384108,92371,826968,1,경남,0.86,0,0,0
25,1840556,30492189,27009829,371231,89902,728594,1,제주,1.04,0,6504522,2
38,4690854,13603613,30937995,671416,119584,0,1,부산,1.02,0,0,0
32,4968262,73025008,14847532,472325,154895,0,1,광주,0.91,0,0,0
37,1616232,8465004,9258678,502029,99366,112452,1,부산,1.02,0,0,1
23,4143153,17145720,20689314,561681,131211,0,1,서울,1.35,0,0,0
36,2714142,104113207,61657634,305292,108141,0,1,제주,1.04,0,0,0
25,2971747,41906548,20471975,233508,125193,0,4,경남,0.86,0,0,0
28,2652257,38174005,15167183,556884,73487,483144,1,경남,0.86,0,0,0
37,5363399,47857379,5509743,180000,106901,0,2,경남,0.86,0,12677856,0
26,2906442,14409035,33009993,303869,140995,0,1,충남,0.87,0,0,0
24,2499065,42153794,25750742,545368,84139,0,1,세종,1.0,0,766939,0
38,2517333,46966756,12259644,241788,105598,0,1,제주,1.04,0,0,0
39,2634032,33241553,8361794,404652,104856,416198,1,강원,0.84,0,0,0
25,1917345,77484910,4635184,278789,55779,0,2,충북,0.86,0,0,1
25,2489605,52798211,27153045,436836,136454,114908,2,부산,1.02,0,7031119,0
23,1957937,9259320,1785763,350210,86420,0,1,전북,0.8,1,0,0
19,3629248,20362194,21382213,180000,104293,0,2,전남,0.78,0,2276233,0
30,5118587,20047074,2150785,491371,129398,0,1,충남,0.87,0,1400114,0
24,3382999,12589469,14277847,312373,135803,0,2,세종,1.0,0,0,0
36,2487106,77149965,39619926,337972,69604,0,2,부산,1.02,0,0,0
22,1974656,20266591,2269189,637485,132973,0,1,서울,1.35,0,0,1
32,3461739,57506781,39240319,388212,142148,0,2,충북,0.86,0,0,0
29,1797812,45386406,8461765,454912,84945,209753,3,충남,0.87,1,0,2
31,2941399,15456428,11824918,453265,133752,371070,2,전남,0.78,0,0,0
21,3414494,70507666,10139223,180000,126140,0,1,제주,1.04,0,364782,0
28,3813239,30537030,10854763,516721,128091,0,2,세종,1.0,0,12992814,0
32,3425090,25176976,5896923,376856,137134,0,1,경북,0.82,0,0,0
26,2834367,8499711,28932539,252107,75562,0,1,전북,0.8,0,9333984,0
37,2160949,24404175,27346177,426061,76339,0,2,대구,0.93,0,0,1
30,2343497,14406308,5310633,500646,147698,983306,1,경북,0.82,0,0,1
26,4392477,6051339,32504139,460910,107963,146671,2,서울,1.35,0,0,0
19,1556553,40564977,17302850,564054,57319,180180,1,충북,0.86,1,8239681,1
22,1709743,11067823,10590357,540950,102608,0,1,경남,0.86,0,0,1
29,5021651,33317051,21999309,421470,104802,82145,3,충남,0.87,0,0,0
27,2033826,66963107,12667570,217546,116962,418733,1,경남,0.86,0,0,0
37,3096579,62067433,44287888,850133,105716,0,1,서울,1.35,0,1457261,1
35,3767237,45617113,6291352,422502,168799,100820,1,강원,0.84,0,13434782,0
22,3054224,2610296,23663328,346396,75319,0,1,전남,0.78,0,0,0
31,1050790,7322530,1890491,416324,40492,0,1,충북,0.86,0,1322713,2
28,3607631,19292879,15416480,433788,56196,0,1,경북,0.82,0,0,0
21,5395260,37219162,15843806,540002,84400,0,3,울산,0.94,0,0,0
32,4277422,18476628,6824932,393904,125277,1172684,3,충남,0.87,0,9857327,0
30,1223633,17047053,24317604,232686,102964,0,2,울산,0.94,0,10565695,2
20,7612995,63028168,22709481,486510,119626,0,1,경북,0.82,0,11995052,0
28,1724652,24657178,10348979,379940,89712,267206,1,인천,1.08,0,498804,1
34,1073632,15293157,11440349,282008,124269,57536,1,대구,0.93,1,0,2
25,4268869,38605764,25664107,488273,59251,85550,2,경기,1.15,0,0,0
26,3705668,8952052,2608594,342932,114077,940779,1,충남,0.87,0,16225086,0
21,3157200,37168960,10245550,513285,132687,0,3,부산,1.02,0,0,0
23,2387620,19671333,10540610,519646,78576,0,1,대전,0.98,0,0,0
39,5405462,36721297,10775614,303622,166166,0,1,경북,0.82,0,0,0
32,2998858,17504675,28497529,395626,43655,0,4,광주,0.91,0,0,0
22,1555567,18641182,32210575,387323,137569,463484,1,인천,1.08,0,6567244,2
29,5181168,18166509,9708250,721517,148196,13125,2,서울,1.35,0,0,0
23,3351588,11635433,18481085,514166,81405,460336,2,부산,1.02,0,773099,0
28,1883721,20717168,18447607,469699,119246,0,1,경남,0.86,1,0,1
22,3901408,2631632,20783460,321103,77652,0,1,강원,0.84,0,0,0
31,8529574,53820940,5269976,514715,122367,0,1,제주,1.04,0,0,0
30,2669402,50591005,1147799,546306,103870,0,2,부산,1.02,0,0,0
32,3071179,23948355,64009422,452880,110799,0,3,대전,0.98,0,0,0
28,4156481,24995300,9219395,581411,92489,0,1,인천,1.08,0,13476494,0
25,2676503,19006679,14362961,386702,88936,0,2,광주,0.91,0,0,0
24,4307147,46141991,18409461,208294,80602,0,1,강원,0.84,0,468426,0
23,858777,15486754,11932733,414036,128842,384276,1,전남,0.78,0,0,2
28,1773651,58357864,14807128,463552,167597,0,2,광주,0.91,1,0,1
28,2917873,8843930,16473533,190114,186058,0,2,전남,0.78,0,0,0
33,2872777,62355183,6817936,506913,140864,168854,1,충북,0.86,0,0,0
20,2091880,1620467,7516532,445409,109499,0,1,대구,0.93,0,0,0
24,4503138,17939248,7354682,374296,143056,65811,1,경남,0.86,0,17799222,0
36,2455254,58135383,22048648,433135,122229,279377,1,울산,0.94,0,1897646,0
38,3324302,60814471,30245566,581877,101021,0,1,인천,1.08,0,0,0
38,3001647,13569887,7388712,686639,181216,0,2,제주,1.04,0,0,0
25,3782171,39412984,6775862,385442,142483,0,1,경남,0.86,0,0,0
21,5643219,35552957,34758673,544309,93077,215895,1,서울,1.35,0,0,0
23,3316919,40434030,26997366,440355,142041,0,2,경남,0.86,0,14523171,0
21,4379534,129888466,35804420,247027,132510,293136,1,제주,1.04,0,0,0
39,1244971,147822936,7286132,489427,74714,124127,1,경북,0.82,1,0,2
37,2453604,76130269,22240076,216398,112579,118556,3,대구,0.93,0,0,1
36,2869885,16348365,46325591,180000,106452,480030,1,충북,0.86,0,312503,0
34,1104752,23420587,9117084,588996,25000,0,1,강원,0.84,1,0,2
26,3894056,31153912,25345244,180000,59164,0,1,충북,0.86,0,0,0
28,3193131,20856216,16189178,553155,146710,0,1,충북,0.86,0,0,0
36,2167572,17851565,62878512,507869,83444,0,1,충북,0.86,0,10879569,1
36,2772357,62131732,1266636,513688,132367,97696,1,세종,1.0,0,0,0
29,1582487,9722139,18276757,459604,153341,0,1,충남,0.87,0,13069465,1
36,2817253,7544329,44668396,181560,39426,124220,2,세종,1.0,0,8031601,0
26,3051713,45334886,8923954,552853,176016,0,1,서울,1.35,0,7767431,0
27,6637758,46308105,40655593,613777,113638,0,1,서울,1.35,0,0,0
36,5446515,10429095,11729679,513318,126384,0,1,제주,1.04,0,0,0
26,946260,6189509,2107416,460605,176715,0,3,경남,0.86,1,0,2
34,3326439,29750164,9198599,423548,142196,555982,1,강원,0.84,0,0,0
28,3351624,34922430,7731720,497293,107513,0,2,인천,1.08,0,0,0
25,2762272,19186290,29017225,180000,88460,0,1,전남,0.78,0,0,0
23,2839039,15209036,79866923,419349,98022,0,3,인천,1.08,0,12029940,0
31,2619395,30670195,10717100,256006,90213,0,1,광주,0.91,0,995292,0
29,6823730,47294833,10818024,392962,155737,0,1,대전,0.98,0,7786071,0
26,2550227,6245519,2232676,818645,138592,0,1,서울,1.35,0,0,1
34,3531577,36405674,27083838,180000,114491,453183,1,전남,0.78,0,0,0
19,1028045,11195900,50132846,367994,104326,0,2,세종,1.0,0,192129,2
20,4346087,118490994,25606216,534281,137045,0,1,대전,0.98,0,13608742,0
39,5075227,37739806,10603941,538201,46038,120040,1,세종,1.0,0,8166757,0
32,1940157,81573725,29448024,625698,184891,222204,1,서울,1.35,0,25851751,2
30,1438589,43620069,31788685,296326,101302,615055,1,울산,0.94,1,0,2
19,3703536,94206150,15257704,621024,78673,0,1,세종,1.0,0,1766437,0
31,3075630,28648173,27484096,248639,151688,527367,4,대전,0.98,0,0,1
28,3727287,29838799,10115518,461750,147352,0,2,경북,0.82,0,0,0
31,2695619,27897328,4067926,450844,107864,0,1,대구,0.93,0,0,0
19,6796078,12718111,35176142,341597,160222,0,2,인천,1.08,0,18578109,0
30,2286800,8883126,19579851,384183,147103,0,1,세종,1.0,0,0,0
31,9000000,37375278,18897388,616577,122214,104200,1,경남,0.86,0,0,0
25,2352149,52376065,32905820,214873,52612,0,1,광주,0.91,1,0,0
20,4362089,22325594,10014813,379888,124124,0,1,서울,1.35,0,5936851,0
39,1949818,30082908,11523164,383087,113189,547566,1,제주,1.04,0,7672946,1
33,4510035,80100404,46517027,418470,101973,0,1,울산,0.94,0,0,0
32,3954425,16055726,22834696,660997,100788,0,2,인천,1.08,0,0,0
35,1225941,30503185,29041445,358244,135225,0,1,충북,0.86,0,0,2
33,1667230,48171721,17464235,211058,67988,0,1,대전,0.98,0,3092465,0
21,3557015,10922531,23671606,376862,150710,0,1,경남,0.86,0,6344323,0
28,1707968,28374782,26417749,507742,108697,97418,1,대구,0.93,1,0,1
37,2442583,63919843,8055893,424376,79006,211510,2,강원,0.84,0,0,0
25,4850539,11171654,65418282,350248,98324,0,1,강원,0.84,0,4174526,0
39,2085725,54068616,20244050,180000,117427,0,1,대구,0.93,0,0,0
20,1553303,3926704,3186125,283396,162480,0,1,세종,1.0,1,2831154,0
25,2309241,22903268,4754374,514337,140157,236066,2,경기,1.15,0,15231570,1
26,3798151,60708591,10009259,540206,150262,0,1,충북,0.86,0,2569643,0
31,1456119,45086271,1808923,266352,105389,0,2,전북,0.8,0,0,1
22,2462415,62707817,46243884,437823,105453,0,1,제주,1.04,0,409045,0
23,1454050,22701169,9608038,466708,176552,0,1,대전,0.98,0,0,2
32,2666069,20521844,5143855,287590,105639,179777,1,대구,0.93,0,10445127,0
24,4162237,23727102,19242104,262696,89309,0,1,강원,0.84,0,0,0
37,4194303,64223892,24222072,364321,86396,0,1,충남,0.87,0,0,0
37,2230608,84113181,12923123,417472,123200,46970,1,제주,1.04,0,0,0
25,3836153,106881603,38005997,680669,81757,322636,1,서울,1.35,0,0,0
30,2816574,18862139,31068031,327478,116869,0,1,대구,0.93,0,0,0
25,5476182,4056571,11263676,537708,116197,0,1,대구,0.93,0,0,0
26,2884229,4286583,4524071,380569,131151,269238,1,대구,0.93,0,5474491,0
33,849363,12108500,10168920,427743,49438,0,1,울산,0.94,0,0,2
25,1726700,51962656,11792699,473340,38094,131664,1,경북,0.82,1,20454725,0
22,2503598,36490091,24385027,578574,104377,0,1,서울,1.35,0,0,1
24,2710778,38396391,26549480,263941,102280,248014,2,전남,0.78,0,0,0
38,3523972,36062152,12762001,373164,69820,193912,1,충북,0.86,0,6841705,0
24,1652877,16418967,7152282,512632,61026,155527,1,충북,0.86,0,1223810,1
26,1564756,72689745,9152763,438114,124274,0,1,충남,0.87,1,0,1
32,3838092,7372433,23668710,210738,104384,132540,3,경기,1.15,0,0,0
21,2179994,7387709,17739865,248358,135903,0,1,전북,0.8,1,0,0
24,2357499,43582262,52377857,251738,62302,0,1,대구,0.93,0,0,0
22,4672398,18070940,14214928,524609,108213,448384,1,세종,1.0,0,0,0
38,1986190,58211010,7285734,180000,167677,0,1,충남,0.87,0,959284,0
38,2330697,51267073,1223702,439885,98513,0,2,충북,0.86,0,2972267,0
34,1691550,48743776,2503786,542206,91140,591566,1,대전,0.98,1,7046440,2
24,3463200,40080029,23274019,474016,141943,99435,1,광주,0.91,0,6421452,0
31,1546087,59144289,10032509,441513,154651,144422,1,세종,1.0,1,0,1
32,5172903,59857756,55597637,321837,97468,0,3,서울,1.35,0,0,0
37,3462929,36315359,1614632,338532,87938,0,2,전북,0.8,0,0,0
22,1557728,20403558,13103437,717190,145587,0,3,경기,1.15,1,0,2
34,3410982,37786960,30884966,308853,121181,1482582,2,울산,0.94,0,0,1
23,4179916,64522556,39279150,636538,120430,0,2,충남,0.87,0,0,0
30,3382702,18172888,31369357,596678,123584,200125,1,경기,1.15,0,9899504,0
37,1400808,34805038,36973068,406638,111108,237184,1,제주,1.04,0,0,2
20,4872613,15706384,7254378,445842,145111,459143,1,광주,0.91,0,0,0
22,3211063,9803244,17976832,654481,168299,0,1,서울,1.35,0,8844619,0
36,4094433,29984596,41073566,261158,73098,0,1,충남,0.87,0,164709,0
19,2561482,6308371,6147094,328481,139529,0,1,강원,0.84,0,0,0
33,1390486,9118577,15082597,647835,107383,352235,1,충북,0.86,0,10188856,2
29,800000,89633519,23520750,537396,62592,631723,1,전북,0.8,1,0,2
26,2032087,10233889,42864915,346130,79649,23653,1,세종,1.0,0,0,0
37,3809805,55650447,12967031,258212,93708,0,1,경북,0.82,0,0,0
36,5329379,117404748,11635052,192843,147055,0,1,광주,0.91,0,13877418,0
25,3472897,61622597,20146573,651688,72283,0,1,강원,0.84,0,0,0
19,1939992,40269743,63753373,537499,50736,0,1,인천,1.08,0,0,1
21,2177044,45911081,20462078,537683,99652,0,1,충북,0.86,0,0,1
21,5475471,15973236,22931396,324760,93751,0,1,대구,0.93,0,0,0
39,1735865,72810517,13717912,303334,146612,204842,2,충남,0.87,0,0,1
31,4566721,96811064,6115983,231801,116152,0,1,전남,0.78,1,10382757,0
33,6833505,28171098,10702433,180000,132976,98572,1,경북,0.82,0,0,0
23,7637513,5040839,13352190,263436,95151,0,2,경남,0.86,0,5032784,0
36,2236637,60978407,13909593,527098,71141,0,2,인천,1.08,1,26545024,0
34,1118102,134666347,18451132,509766,159686,202478,1,인천,1.08,1,0,2
34,3555055,18190306,21866428,283846,88276,0,1,경남,0.86,0,5717319,0
28,4507908,4095907,9237289,500375,132679,175556,1,광주,0.91,0,0,0
33,2305524,28019389,46334697,464720,106819,0,1,서울,1.35,0,16865669,1
30,1899564,20085716,22324767,502789,133476,195132,1,대구,0.93,0,0,1
27,2699452,32855531,15166417,461520,118611,265870,3,경북,0.82,0,0,1
31,2188134,16128567,13330419,515625,114505,0,2,광주,0.91,0,0,1
25,5200334,22314603,8456932,536093,129765,0,1,경기,1.15,0,0,0
39,2339827,14532268,20567630,230852,99163,0,1,전북,0.8,0,4469325,0
34,3178049,11903639,80083200,182296,52770,174117,2,부산,1.02,0,10950947,0
34,4654568,33954697,43101553,180000,121671,0,2,대전,0.98,0,0,0
34,5288178,47979977,38350123,671523,159791,21816,2,서울,1.35,0,0,0
28,3336165,8777621,41329672,180000,107368,0,1,충북,0.86,0,0,0
38,3598039,120129660,10281374,406088,99705,177185,1,울산,0.94,0,0,0
23,1969610,38071840,7357700,402322,117179,441390,2,경북,0.82,0,0,2
30,4735351,18414893,16763424,287771,145833,197234,3,대전,0.98,0,0,0
20,5251200,69061503,18382437,431514,102603,0,1,부산,1.02,0,8513599,0
25,1364639,53913796,44066030,475750,61450,327393,1,인천,1.08,0,10430265,2
31,6509146,48653297,34288641,384207,117968,197762,1,부산,1.02,0,15998292,0
29,2256597,33721294,1768014,500947,123440,0,1,울산,0.94,0,0,0
38,3938630,27044304,39389606,413515,121394,342810,3,경기,1.15,0,4709462,0
31,3153438,40212711,13508656,367233,92709,0,1,광주,0.91,0,0,0
27,2971836,32273890,18744479,233549,119746,0,1,경북,0.82,0,4017110,0
27,2790829,68505211,12714845,326677,99081,0,1,전남,0.78,0,13626135,0
31,1990407,44430421,8594019,390410,93620,74610,1,충북,0.86,0,0,0
